Alias	UniprotID	PFAM_domain	E-value_domain	Domain_description	Target_name	From_coordinate	To_coordinate	E-value_full_sequence	c-Evalue_domain	i-Evalue_domain	Description	Target_uniprot
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT82969.1	18	63	1.4e-06	1.5e-08	2.4e-06	 -	Q6A8E6
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT82969.1	17	63	1.3e-07	2.4e-09	2.2e-07	 -	Q6A8E6
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT83370.1	71	127	2e-10	2.5e-12	4e-10	 -	Q6A795
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT83370.1	66	125	3.1e-13	7.1e-15	6.5e-13	 -	Q6A795
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT81844.1	29	63	0.00053	6.6e-06	0.0011	 -	Q6ABP0
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT81844.1	23	68	1.1e-09	3.2e-11	3e-09	 -	Q6ABP0
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT82281.1	45	55	8.2e-11	1.3	210.0	 -	Q6AAD5
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT82281.1	69	126	8.2e-11	2.1e-12	3.5e-10	 -	Q6AAD5
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT82281.1	44	54	2.2e-15	2.4	220.0	 -	Q6AAD5
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT82281.1	64	124	2.2e-15	1.1e-16	1e-14	 -	Q6AAD5
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT82978.1	40	73	3.4e-05	3.8e-07	6.2e-05	 -	Q6A8D7
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT82978.1	37	79	2.6e-07	6.6e-09	6.1e-07	 -	Q6A8D7
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT82633.1	26	83	2.4e-08	2.9e-10	4.7e-08	 -	Q6A9D3
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT82633.1	27	83	6.4e-11	1.1e-12	1e-10	 -	Q6A9D3
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT83295.1	30	76	1.2e-06	1.2e-08	2e-06	 -	Q6A7H0
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT83295.1	32	75	1.2e-09	3.7e-11	3.4e-09	 -	Q6A7H0
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT83295.1	113	126	1.2e-09	7.9	730.0	 -	Q6A7H0
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT83295.1	156	168	1.2e-09	6.2	570.0	 -	Q6A7H0
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT82334.1	22	38	4.2e-14	3.1	510.0	 -	Q6AA82
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT82334.1	98	155	4.2e-14	8.6e-16	1.4e-13	 -	Q6AA82
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT82334.1	97	156	6.6e-09	1.5e-10	1.4e-08	 -	Q6AA82
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT82149.1	17	58	3.7e-07	1.2e-08	2e-06	 -	Q6AAR7
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT82149.1	606	624	3.7e-07	2.1	340.0	 -	Q6AAR7
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT82149.1	16	59	1.2e-07	4.9e-09	4.5e-07	 -	Q6AAR7
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT82149.1	173	183	1.2e-07	9.2	850.0	 -	Q6AAR7
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT83958.1	55	113	3.2e-10	4.4e-12	7.2e-10	 -	Q6A5K5
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT83958.1	158	169	3.2e-10	9.6	1600.0	 -	Q6A5K5
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT83958.1	54	113	1.6e-10	3.3e-12	3e-10	 -	Q6A5K5
CinR|P94314	P94314	MarR	1.4e-09	MarR family	AAT83955.1	50	105	4.1e-13	5.5e-15	9.1e-13	 -	Q6A5K8
CinR|P94314	P94314	MarR_2	11000.0	MarR family	AAT83955.1	48	105	3e-12	9e-14	8.3e-12	 -	Q6A5K8
CitO|Q2KKB8	Q2KKB8	FCD	3.2e-13	FCD domain	AAT83712.1	115	231	2.1e-17	7.1e-20	4.1e-17	 -	Q6A6A1
CitO|Q2KKB8	Q2KKB8	GntR	5.5e-12	Bacterial regulatory proteins, gntR family	AAT83712.1	22	79	1.7e-15	1.8e-17	3.8e-15	 -	Q6A6A1
CitO|Q2KKB8	Q2KKB8	FCD	3.2e-13	FCD domain	AAT82496.1	50	58	1.3e-23	2.1	1200.0	 -	Q6A9S0
CitO|Q2KKB8	Q2KKB8	FCD	3.2e-13	FCD domain	AAT82496.1	101	219	1.3e-23	2.2e-26	1.3e-23	 -	Q6A9S0
CitO|Q2KKB8	Q2KKB8	GntR	5.5e-12	Bacterial regulatory proteins, gntR family	AAT82496.1	15	70	3.2e-12	3.3e-14	6.9e-12	 -	Q6A9S0
CitO|Q2KKB8	Q2KKB8	FCD	3.2e-13	FCD domain	AAT82497.1	134	249	3e-21	9.499999999999999e-24	5.5e-21	 -	Q6A9R9
CitO|Q2KKB8	Q2KKB8	GntR	5.5e-12	Bacterial regulatory proteins, gntR family	AAT82497.1	41	102	3e-10	2.2e-12	4.6e-10	 -	Q6A9R9
CitO|Q2KKB8	Q2KKB8	FCD	3.2e-13	FCD domain	AAT81922.1	86	96	1.6e-17	1.7	990.0	 -	Q6ABE4
CitO|Q2KKB8	Q2KKB8	FCD	3.2e-13	FCD domain	AAT81922.1	139	263	1.6e-17	2.7e-20	1.6e-17	 -	Q6ABE4
CitO|Q2KKB8	Q2KKB8	GntR	5.5e-12	Bacterial regulatory proteins, gntR family	AAT81922.1	53	108	1.2e-16	1.4e-18	2.9e-16	 -	Q6ABE4
CitT|O34534	O34534	Response_reg	1e-22	Response regulator receiver domain	AAT82047.1	6	116	1.3e-27	1.2e-29	2.2000000000000002e-27	 -	Q6AB19
CitT|O34534	O34534	HTH_11	7.5e-05	HTH domain	AAT82047.1	131	138	0.00024	8.2	1300.0	 -	Q6AB19
CitT|O34534	O34534	HTH_11	7.5e-05	HTH domain	AAT82047.1	171	204	0.00024	4.8e-06	0.00074	 -	Q6AB19
CjFur|P0C631	P0C631	FUR	1.1e-42	Ferric uptake regulator family	AAT82701.1	5	121	4.4e-31	1.9e-34	4.4e-31	 -	Q6A965
CjFur|P0C631	P0C631	FUR	1.1e-42	Ferric uptake regulator family	AAT82701.1	124	132	4.4e-31	0.45	1000.0	 -	Q6A965
ClgR|Q8NP59	Q8NP59	HTH_31	1.2e-15	Helix-turn-helix domain	AAT81937.1	16	62	3.6e-08	1.6e-09	6.3e-07	 -	Q6ABC9
ClgR|Q8NP59	Q8NP59	HTH_31	1.2e-15	Helix-turn-helix domain	AAT81937.1	90	117	3.6e-08	0.099	38.0	 -	Q6ABC9
ClgR|Q8NP59	Q8NP59	HTH_31	1.2e-15	Helix-turn-helix domain	AAT81937.1	262	262	3.6e-08	0.54	210.0	 -	Q6ABC9
ClgR|Q8NP59	Q8NP59	HTH_31	1.2e-15	Helix-turn-helix domain	AAT84002.1	11	45	8.6e-06	1e-07	3.9e-05	 -	Q6A5G1
ClgR|Q8NP59	Q8NP59	HTH_31	1.2e-15	Helix-turn-helix domain	AAT83912.1	105	165	6.2e-09	2.6e-11	9.8e-09	 -	Q6A5Q1
ClgR|Q8NP59	Q8NP59	HTH_31	1.2e-15	Helix-turn-helix domain	AAT83347.1	25	63	4.1e-06	1.3e-08	5e-06	 -	Q6A7B8
ClgR|Q8NP59	Q8NP59	HTH_31	1.2e-15	Helix-turn-helix domain	AAT82975.1	49	101	3.4e-11	1.1e-12	4.3e-10	 -	Q6A8E0
ClgR|Q8NP59	Q8NP59	HTH_31	1.2e-15	Helix-turn-helix domain	AAT82975.1	276	296	3.4e-11	0.73	280.0	 -	Q6A8E0
ClgR|Q8NP59	Q8NP59	HTH_31	1.2e-15	Helix-turn-helix domain	AAT82761.1	10	67	4.9e-11	1.6e-13	6.3e-11	 -	Q6A905
clp|Q7WZ07	Q7WZ07	cNMP_binding	1.3e-19	Cyclic nucleotide-binding domain	AAT81984.1	35	121	6.9e-18	5.5e-21	1.3e-17	 -	Q6AB82
clp|Q7WZ07	Q7WZ07	Crp	9.8e-12	Bacterial regulatory proteins, crp family	AAT81984.1	130	136	8.8e-07	0.38	860.0	 -	Q6AB82
clp|Q7WZ07	Q7WZ07	Crp	9.8e-12	Bacterial regulatory proteins, crp family	AAT81984.1	184	213	8.8e-07	1.2e-09	2.7e-06	 -	Q6AB82
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT82786.1	24	70	1.1e-09	1.4e-11	2.7e-09	 -	Q6A8Y0
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT82954.1	17	62	2.7e-12	4.8e-14	9.3e-12	 -	Q6A8G1
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT82954.1	129	143	2.7e-12	1.6	300.0	 -	Q6A8G1
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT83787.1	23	57	1.3e-08	1.4e-10	2.6e-08	 -	Q6A626
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT83157.1	25	69	1.3e-10	1e-12	1.9e-10	 -	Q6A7V8
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT82282.1	27	71	1.5e-18	1.5e-20	2.8e-18	 -	Q6AAD4
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT82586.1	13	55	8.5e-15	8.1e-17	1.6e-14	 -	Q6A9I0
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT82391.1	16	62	7e-07	7.3e-09	1.4e-06	 -	Q6AA25
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT81830.1	84	124	1.7e-13	1.9e-15	3.6e-13	 -	Q6ABN5
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT82922.1	25	71	7.3e-13	5.3e-15	1e-12	 -	Q6A8J3
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT82922.1	192	201	7.3e-13	5.3	1000.0	 -	Q6A8J3
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT83962.1	25	69	6.3e-09	9.1e-11	1.7e-08	 -	Q6A5K1
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT82597.1	2	24	0.00095	1.3e-05	0.0025	 -	Q6A9G9
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT82597.1	38	43	0.00095	2.0	380.0	 -	Q6A9G9
CmgR|Q8NMG3	Q8NMG3	TetR_N	6.7e-06	Bacterial regulatory proteins, tetR family	AAT84034.1	8	32	0.00045	5e-06	0.00097	 -	Q6A5C9
CmpR|Q9F1R2	Q9F1R2	LysR_substrate	4.1e-51	LysR substrate binding domain	AAT83707.1	92	293	1.5e-42	2.1e-45	2.4e-42	 -	Q6A6A6
CmpR|Q9F1R2	Q9F1R2	HTH_1	9.2e-20	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
Cmr|P9WMH5	P9WMH5	cNMP_binding	1.6e-18	Cyclic nucleotide-binding domain	AAT81984.1	35	121	6.9e-18	5.5e-21	1.3e-17	 -	Q6AB82
Cmr|P9WMH5	P9WMH5	HTH_Crp_2	1.5e-11	Crp-like helix-turn-helix domain	AAT81984.1	156	229	2.4e-16	2.1e-18	4.9e-16	 -	Q6AB82
CmtR|P9WMI9	P9WMI9	HTH_5	2e-16	Bacterial regulatory protein, arsR family	AAT83921.1	11	54	0.00025	3.2e-06	0.0015	 -	Q6A5P2
CmtR|P9WMI9	P9WMI9	HTH_5	2e-16	Bacterial regulatory protein, arsR family	AAT83921.1	102	113	0.00025	0.38	170.0	 -	Q6A5P2
CmtR|P9WMI9	P9WMI9	HTH_IclR	9600.0	IclR helix-turn-helix domain	AAT83921.1	12	58	3.4e-12	8.7e-14	9.5e-12	 -	Q6A5P2
CmtR|P9WMI9	P9WMI9	HTH_5	2e-16	Bacterial regulatory protein, arsR family	AAT83958.1	63	104	4.4e-06	2.2e-08	1e-05	 -	Q6A5K5
CmtR|P9WMI9	P9WMI9	HTH_IclR	9600.0	IclR helix-turn-helix domain	AAT83958.1	61	105	3.4e-06	1.5e-06	0.00016	 -	Q6A5K5
CmtR|P9WMI9	P9WMI9	HTH_IclR	9600.0	IclR helix-turn-helix domain	AAT83958.1	159	169	3.4e-06	0.12	13.0	 -	Q6A5K5
CmtR|P9WMI9	P9WMI9	HTH_5	2e-16	Bacterial regulatory protein, arsR family	AAT82978.1	28	73	8.5e-14	3.1e-16	1.4e-13	 -	Q6A8D7
CmtR|P9WMI9	P9WMI9	HTH_IclR	9600.0	IclR helix-turn-helix domain	AAT82978.1	17	23	4.9e-06	9.5	1000.0	 -	Q6A8D7
CmtR|P9WMI9	P9WMI9	HTH_IclR	9600.0	IclR helix-turn-helix domain	AAT82978.1	41	73	4.9e-06	5.4e-08	5.9e-06	 -	Q6A8D7
CmtR|P9WMI9	P9WMI9	HTH_5	2e-16	Bacterial regulatory protein, arsR family	AAT81851.1	26	63	4.1e-06	1.8e-08	8.2e-06	 -	Q6ABN1
CmtR|P9WMI9	P9WMI9	HTH_IclR	9600.0	IclR helix-turn-helix domain	AAT81851.1	25	64	1.6e-05	1.9e-07	2.1e-05	 -	Q6ABN1
CmtR|P9WMI9	P9WMI9	HTH_IclR	9600.0	IclR helix-turn-helix domain	AAT81851.1	90	97	1.6e-05	5.3	580.0	 -	Q6ABN1
CmtR|P9WMI9	P9WMI9	HTH_5	2e-16	Bacterial regulatory protein, arsR family	AAT83295.1	27	74	8.9e-11	3.6e-13	1.6e-10	 -	Q6A7H0
CmtR|P9WMI9	P9WMI9	HTH_IclR	9600.0	IclR helix-turn-helix domain	AAT83295.1	39	73	6.4e-08	1.6e-09	1.7e-07	 -	Q6A7H0
CmtR|P9WMI9	P9WMI9	HTH_IclR	9600.0	IclR helix-turn-helix domain	AAT83295.1	111	131	6.4e-08	0.28	31.0	 -	Q6A7H0
CmtR(Sc)|Q9RD34	Q9RD34	HTH_5	5.5e-14	Bacterial regulatory protein, arsR family	AAT83921.1	11	54	0.00025	3.2e-06	0.0015	 -	Q6A5P2
CmtR(Sc)|Q9RD34	Q9RD34	HTH_5	5.5e-14	Bacterial regulatory protein, arsR family	AAT83921.1	102	113	0.00025	0.38	170.0	 -	Q6A5P2
CmtR(Sc)|Q9RD34	Q9RD34	HTH_5	5.5e-14	Bacterial regulatory protein, arsR family	AAT83958.1	63	104	4.4e-06	2.2e-08	1e-05	 -	Q6A5K5
CmtR(Sc)|Q9RD34	Q9RD34	HTH_5	5.5e-14	Bacterial regulatory protein, arsR family	AAT82978.1	28	73	8.5e-14	3.1e-16	1.4e-13	 -	Q6A8D7
CmtR(Sc)|Q9RD34	Q9RD34	HTH_5	5.5e-14	Bacterial regulatory protein, arsR family	AAT81851.1	26	63	4.1e-06	1.8e-08	8.2e-06	 -	Q6ABN1
CmtR(Sc)|Q9RD34	Q9RD34	HTH_5	5.5e-14	Bacterial regulatory protein, arsR family	AAT83295.1	27	74	8.9e-11	3.6e-13	1.6e-10	 -	Q6A7H0
ColR|Q88PE9	Q88PE9	Response_reg	6.5e-30	Response regulator receiver domain	AAT83756.1	20	129	1.7e-25	1.4e-27	2.5e-25	 -	Q6A657
ColR|Q88PE9	Q88PE9	Trans_reg_C	2.9e-17	Transcriptional regulatory protein, C terminal	AAT83756.1	113	137	8.2e-29	0.04	15.0	 -	Q6A657
ColR|Q88PE9	Q88PE9	Trans_reg_C	2.9e-17	Transcriptional regulatory protein, C terminal	AAT83756.1	165	239	8.2e-29	7.8e-30	3e-27	 -	Q6A657
ColR|Q88PE9	Q88PE9	Response_reg	6.5e-30	Response regulator receiver domain	AAT83087.1	10	119	4.1e-29	3.5e-31	6.199999999999999e-29	 -	Q6A828
ColR|Q88PE9	Q88PE9	Trans_reg_C	2.9e-17	Transcriptional regulatory protein, C terminal	AAT83087.1	115	125	5.2e-27	1.0	390.0	 -	Q6A828
ColR|Q88PE9	Q88PE9	Trans_reg_C	2.9e-17	Transcriptional regulatory protein, C terminal	AAT83087.1	153	229	5.2e-27	1.4999999999999998e-29	5.7000000000000004e-27	 -	Q6A828
ColR|Q88PE9	Q88PE9	Response_reg	6.5e-30	Response regulator receiver domain	AAT82114.1	4	113	2.0000000000000002e-29	1.5999999999999999e-31	2.8999999999999997e-29	 -	Q6AAV2
ColR|Q88PE9	Q88PE9	Trans_reg_C	2.9e-17	Transcriptional regulatory protein, C terminal	AAT82114.1	149	224	4.1e-29	2e-31	7.6e-29	 -	Q6AAV2
ColR|Q88PE9	Q88PE9	Response_reg	6.5e-30	Response regulator receiver domain	AAT81879.1	3	112	1.5000000000000002e-28	1.7e-30	2.9e-28	 -	Q6ABI8
ColR|Q88PE9	Q88PE9	Trans_reg_C	2.9e-17	Transcriptional regulatory protein, C terminal	AAT81879.1	148	223	3e-23	1.8e-25	6.8e-23	 -	Q6ABI8
ColR|Q88PE9	Q88PE9	Response_reg	6.5e-30	Response regulator receiver domain	AAT83819.1	5	114	1.3000000000000001e-33	9.4e-36	1.7e-33	 -	Q6A5Z4
ColR|Q88PE9	Q88PE9	Trans_reg_C	2.9e-17	Transcriptional regulatory protein, C terminal	AAT83819.1	102	116	6.499999999999999e-24	2.2	840.0	 -	Q6A5Z4
ColR|Q88PE9	Q88PE9	Trans_reg_C	2.9e-17	Transcriptional regulatory protein, C terminal	AAT83819.1	153	227	6.499999999999999e-24	4.9e-26	1.9e-23	 -	Q6A5Z4
ComA|P14204	P14204	Response_reg	1.2e-23	Response regulator receiver domain	AAT82167.1	10	120	3.8e-23	2.9e-25	5.2e-23	 -	Q6AAP9
ComA|P14204	P14204	GerE	6.2e-19	Bacterial regulatory proteins, luxR family	AAT82167.1	145	200	6.9e-13	2.7e-15	1e-12	 -	Q6AAP9
ComA|P14204	P14204	Response_reg	1.2e-23	Response regulator receiver domain	AAT82700.1	6	114	9e-28	7.5e-30	1.3e-27	 -	Q6A966
ComA|P14204	P14204	GerE	6.2e-19	Bacterial regulatory proteins, luxR family	AAT82700.1	157	209	7.5e-13	3.5e-15	1.3e-12	 -	Q6A966
ComA|P14204	P14204	Response_reg	1.2e-23	Response regulator receiver domain	AAT82679.1	3	111	1.5e-27	1.5999999999999999e-29	2.8e-27	 -	Q6A987
ComA|P14204	P14204	GerE	6.2e-19	Bacterial regulatory proteins, luxR family	AAT82679.1	149	204	2.9e-18	1.2e-20	4.7e-18	 -	Q6A987
ComA|P14204	P14204	Response_reg	1.2e-23	Response regulator receiver domain	AAT83742.1	8	119	1.5e-27	1.3e-29	2.3e-27	 -	Q6A671
ComA|P14204	P14204	GerE	6.2e-19	Bacterial regulatory proteins, luxR family	AAT83742.1	159	213	4.5e-19	1.8e-21	6.7e-19	 -	Q6A671
ComA|P14204	P14204	Response_reg	1.2e-23	Response regulator receiver domain	AAT81814.1	7	119	1.8e-30	1.5e-32	2.6000000000000002e-30	 -	Q6ABR9
ComA|P14204	P14204	GerE	6.2e-19	Bacterial regulatory proteins, luxR family	AAT81814.1	156	212	2.6e-18	1e-20	3.9e-18	 -	Q6ABR9
ComA|P14204	P14204	Response_reg	1.2e-23	Response regulator receiver domain	AAT82047.1	6	116	1.3e-27	1.2e-29	2.2000000000000002e-27	 -	Q6AB19
ComA|P14204	P14204	GerE	6.2e-19	Bacterial regulatory proteins, luxR family	AAT82047.1	155	209	3.6e-18	1.4e-20	5.5e-18	 -	Q6AB19
CopG|P13920	P13920	RHH_1	1.5e-09	Ribbon-helix-helix protein, copG family	AAT83054.1	4	9	0.00038	0.42	490.0	 -	Q6A861
CopG|P13920	P13920	RHH_1	1.5e-09	Ribbon-helix-helix protein, copG family	AAT83054.1	69	104	0.00038	1.1e-06	0.0013	 -	Q6A861
CopG|P13920	P13920	RHH_1	1.5e-09	Ribbon-helix-helix protein, copG family	AAT83093.1	8	21	1.4e-07	0.065	75.0	 -	Q6A822
CopG|P13920	P13920	RHH_1	1.5e-09	Ribbon-helix-helix protein, copG family	AAT83093.1	34	67	1.4e-07	7.2e-10	8.3e-07	 -	Q6A822
CosR|Q0PBF4	Q0PBF4	Response_reg	2.6e-19	Response regulator receiver domain	AAT83756.1	20	129	1.7e-25	1.4e-27	2.5e-25	 -	Q6A657
CosR|Q0PBF4	Q0PBF4	Trans_reg_C	4.8e-20	Transcriptional regulatory protein, C terminal	AAT83756.1	113	137	8.2e-29	0.04	15.0	 -	Q6A657
CosR|Q0PBF4	Q0PBF4	Trans_reg_C	4.8e-20	Transcriptional regulatory protein, C terminal	AAT83756.1	165	239	8.2e-29	7.8e-30	3e-27	 -	Q6A657
CosR|Q0PBF4	Q0PBF4	Response_reg	2.6e-19	Response regulator receiver domain	AAT83087.1	10	119	4.1e-29	3.5e-31	6.199999999999999e-29	 -	Q6A828
CosR|Q0PBF4	Q0PBF4	Trans_reg_C	4.8e-20	Transcriptional regulatory protein, C terminal	AAT83087.1	115	125	5.2e-27	1.0	390.0	 -	Q6A828
CosR|Q0PBF4	Q0PBF4	Trans_reg_C	4.8e-20	Transcriptional regulatory protein, C terminal	AAT83087.1	153	229	5.2e-27	1.4999999999999998e-29	5.7000000000000004e-27	 -	Q6A828
CosR|Q0PBF4	Q0PBF4	Response_reg	2.6e-19	Response regulator receiver domain	AAT82114.1	4	113	2.0000000000000002e-29	1.5999999999999999e-31	2.8999999999999997e-29	 -	Q6AAV2
CosR|Q0PBF4	Q0PBF4	Trans_reg_C	4.8e-20	Transcriptional regulatory protein, C terminal	AAT82114.1	149	224	4.1e-29	2e-31	7.6e-29	 -	Q6AAV2
CosR|Q0PBF4	Q0PBF4	Response_reg	2.6e-19	Response regulator receiver domain	AAT81879.1	3	112	1.5000000000000002e-28	1.7e-30	2.9e-28	 -	Q6ABI8
CosR|Q0PBF4	Q0PBF4	Trans_reg_C	4.8e-20	Transcriptional regulatory protein, C terminal	AAT81879.1	148	223	3e-23	1.8e-25	6.8e-23	 -	Q6ABI8
CosR|Q0PBF4	Q0PBF4	Response_reg	2.6e-19	Response regulator receiver domain	AAT83819.1	5	114	1.3000000000000001e-33	9.4e-36	1.7e-33	 -	Q6A5Z4
CosR|Q0PBF4	Q0PBF4	Trans_reg_C	4.8e-20	Transcriptional regulatory protein, C terminal	AAT83819.1	102	116	6.499999999999999e-24	2.2	840.0	 -	Q6A5Z4
CosR|Q0PBF4	Q0PBF4	Trans_reg_C	4.8e-20	Transcriptional regulatory protein, C terminal	AAT83819.1	153	227	6.499999999999999e-24	4.9e-26	1.9e-23	 -	Q6A5Z4
CpCodY|B1V449	B1V449	HTH_CodY	6.0000000000000005e-31	CodY helix-turn-helix domain	AAT83295.1	41	76	0.00034	3.1e-07	0.00071	 -	Q6A7H0
CpCodY|B1V449	B1V449	HTH_CodY	6.0000000000000005e-31	CodY helix-turn-helix domain	AAT83295.1	111	120	0.00034	0.64	1500.0	 -	Q6A7H0
CpsQ|Q87G71	Q87G71	GerE	910.0	Bacterial regulatory proteins, luxR family	AAT82167.1	145	200	6.9e-13	2.7e-15	1e-12	 -	Q6AAP9
CpsQ|Q87G71	Q87G71	GerE	7.100000000000002e-22	Bacterial regulatory proteins, luxR family	AAT82167.1	145	200	6.9e-13	2.7e-15	1e-12	 -	Q6AAP9
CpsQ|Q87G71	Q87G71	GerE	910.0	Bacterial regulatory proteins, luxR family	AAT82700.1	157	209	7.5e-13	3.5e-15	1.3e-12	 -	Q6A966
CpsQ|Q87G71	Q87G71	GerE	7.100000000000002e-22	Bacterial regulatory proteins, luxR family	AAT82700.1	157	209	7.5e-13	3.5e-15	1.3e-12	 -	Q6A966
CpsQ|Q87G71	Q87G71	GerE	910.0	Bacterial regulatory proteins, luxR family	AAT82679.1	149	204	2.9e-18	1.2e-20	4.7e-18	 -	Q6A987
CpsQ|Q87G71	Q87G71	GerE	7.100000000000002e-22	Bacterial regulatory proteins, luxR family	AAT82679.1	149	204	2.9e-18	1.2e-20	4.7e-18	 -	Q6A987
CpsQ|Q87G71	Q87G71	GerE	910.0	Bacterial regulatory proteins, luxR family	AAT83742.1	159	213	4.5e-19	1.8e-21	6.7e-19	 -	Q6A671
CpsQ|Q87G71	Q87G71	GerE	7.100000000000002e-22	Bacterial regulatory proteins, luxR family	AAT83742.1	159	213	4.5e-19	1.8e-21	6.7e-19	 -	Q6A671
CpsQ|Q87G71	Q87G71	GerE	910.0	Bacterial regulatory proteins, luxR family	AAT81814.1	156	212	2.6e-18	1e-20	3.9e-18	 -	Q6ABR9
CpsQ|Q87G71	Q87G71	GerE	7.100000000000002e-22	Bacterial regulatory proteins, luxR family	AAT81814.1	156	212	2.6e-18	1e-20	3.9e-18	 -	Q6ABR9
CpsQ|Q87G71	Q87G71	GerE	910.0	Bacterial regulatory proteins, luxR family	AAT82047.1	155	209	3.6e-18	1.4e-20	5.5e-18	 -	Q6AB19
CpsQ|Q87G71	Q87G71	GerE	7.100000000000002e-22	Bacterial regulatory proteins, luxR family	AAT82047.1	155	209	3.6e-18	1.4e-20	5.5e-18	 -	Q6AB19
CpxR|P0AE88	P0AE88	Response_reg	5.3e-29	Response regulator receiver domain	AAT83756.1	20	129	1.7e-25	1.4e-27	2.5e-25	 -	Q6A657
CpxR|P0AE88	P0AE88	Trans_reg_C	1.3e-21	Transcriptional regulatory protein, C terminal	AAT83756.1	113	137	8.2e-29	0.04	15.0	 -	Q6A657
CpxR|P0AE88	P0AE88	Trans_reg_C	1.3e-21	Transcriptional regulatory protein, C terminal	AAT83756.1	165	239	8.2e-29	7.8e-30	3e-27	 -	Q6A657
CpxR|P0AE88	P0AE88	Response_reg	5.3e-29	Response regulator receiver domain	AAT83087.1	10	119	4.1e-29	3.5e-31	6.199999999999999e-29	 -	Q6A828
CpxR|P0AE88	P0AE88	Trans_reg_C	1.3e-21	Transcriptional regulatory protein, C terminal	AAT83087.1	115	125	5.2e-27	1.0	390.0	 -	Q6A828
CpxR|P0AE88	P0AE88	Trans_reg_C	1.3e-21	Transcriptional regulatory protein, C terminal	AAT83087.1	153	229	5.2e-27	1.4999999999999998e-29	5.7000000000000004e-27	 -	Q6A828
CpxR|P0AE88	P0AE88	Response_reg	5.3e-29	Response regulator receiver domain	AAT82114.1	4	113	2.0000000000000002e-29	1.5999999999999999e-31	2.8999999999999997e-29	 -	Q6AAV2
CpxR|P0AE88	P0AE88	Trans_reg_C	1.3e-21	Transcriptional regulatory protein, C terminal	AAT82114.1	149	224	4.1e-29	2e-31	7.6e-29	 -	Q6AAV2
CpxR|P0AE88	P0AE88	Response_reg	5.3e-29	Response regulator receiver domain	AAT81879.1	3	112	1.5000000000000002e-28	1.7e-30	2.9e-28	 -	Q6ABI8
