identifier_target_name	identifier_target_accession	identifier_target_length	identifier_query_name	identifier_query_accession	identifier_query_length	full_sequence_e-value	full_sequence_score	full_sequence_bias	this_domain_domain_number	this_domain_total_domains	this_domain_e-value	this_domain_i-value	this_domain_score	this_domain_bias	hmm_coord_from	hmm_coord_to	ali_coord_from	ali_coord_to	env_coord_from	env_coord_to	identifier_acc	identifier_query_description
TetR_C_1	PF02909.20	145	tr|A0A7K2UKB8|A0A7K2UKB8_9ACTN	-	259	7.5e-47	158.9	0.0	1	1	1.1e-50	1e-46	158.4	0.0	2	143	95	239	92	240	0.97	Tetracyclin repressor-like, C-terminal domain
TetR_N	PF00440.26	47	tr|A0A7K2UKB8|A0A7K2UKB8_9ACTN	-	259	2.1e-06	27.5	0.0	1	1	3.9e-10	3.8e-06	26.7	0.0	1	45	36	80	36	82	0.93	Bacterial regulatory proteins, tetR family
Fe_dep_repress	PF01325.22	60	sp|Q9K943|MNTR_HALH5	-	139	5.9e-24	84.2	0.8	1	1	3.2e-27	1e-23	83.4	0.8	3	60	3	60	1	60	0.97	Iron dependent repressor, N-terminal DNA binding domain
Fe_dep_repr_C	PF02742.18	70	sp|Q9K943|MNTR_HALH5	-	139	2.6e-21	75.6	0.1	2	2	6.1e-24	2e-20	72.8	0.0	1	64	63	125	63	129	0.97	Iron dependent repressor, metal binding and dimerisation domain
HTH_24	PF13412.9	48	tr|Q4J717|Q4J717_SULAC	-	174	9.5e-15	54.0	1.9	1	1	6.8e-18	1.5e-14	53.4	1.9	1	48	25	72	25	72	0.99	Winged helix-turn-helix DNA-binding
AsnC_trans_reg	PF01037.24	75	tr|Q4J717|Q4J717_SULAC	-	174	3.4e-12	46.3	0.0	1	1	2.8e-15	6e-12	45.5	0.0	8	75	96	164	89	164	0.91	Lrp/AsnC ligand binding domain
Autoind_bind	PF03472.18	149	tr|Q88E21|Q88E21_PSEPK	-	235	9.4e-29	99.9	0.2	1	1	1.2e-32	1.2e-28	99.6	0.2	2	147	18	158	17	160	0.97	Autoinducer binding domain
GerE	PF00196.22	57	tr|Q88E21|Q88E21_PSEPK	-	235	3.2e-15	55.6	0.2	1	1	5.6e-19	5.5e-15	54.8	0.2	3	57	175	229	173	229	0.97	Bacterial regulatory proteins, luxR family
CecR_C	PF09209.14	125	tr|Q4K424|Q4K424_PSEF5	-	223	1.9e-10	41.0	0.1	1	1	3.7e-14	3.6e-10	40.1	0.1	1	124	96	213	96	216	0.87	HTH-type transcriptional dual regulator CecR, C-terminal domain
TetR_N	PF00440.26	47	tr|Q4K424|Q4K424_PSEF5	-	223	3.3e-10	39.7	0.0	1	1	5.7e-14	5.6e-10	39.0	0.0	1	47	26	72	26	72	0.98	Bacterial regulatory proteins, tetR family
TetR_N	PF00440.26	47	sp|P0ACT8|UIDR_ECO57	-	196	1.4e-18	66.6	0.1	1	2	1.1e-21	7.2e-18	64.3	0.0	1	47	16	62	16	62	0.98	Bacterial regulatory proteins, tetR family
TetR_C_11	PF16859.8	113	sp|P0ACT8|UIDR_ECO57	-	196	1.5e-05	25.4	0.5	1	1	5.3e-09	3.4e-05	24.2	0.5	27	91	101	164	85	189	0.87	Tetracyclin repressor-like, C-terminal domain
MarR	PF01047.25	59	tr|C8XQ08|C8XQ08_KLEPN	-	168	4e-12	46.0	0.0	1	1	1.9e-15	7.5e-12	45.1	0.0	5	58	59	115	57	116	0.94	MarR family
MarR_2	PF12802.10	61	tr|C8XQ08|C8XQ08_KLEPN	-	168	9.2e-11	41.7	0.1	2	2	1.1	4.2e+03	-2.0	0.0	7	21	139	154	138	161	0.72	MarR family
TetR	PF13972.9	144	tr|Q9I6C7|Q9I6C7_PSEAE	-	215	1.2e-45	154.9	0.5	1	1	1.6e-49	1.6e-45	154.5	0.5	1	143	60	203	60	204	0.98	Bacterial transcriptional repressor
TetR_N	PF00440.26	47	tr|Q9I6C7|Q9I6C7_PSEAE	-	215	8.8e-13	48.0	0.3	1	2	2.9e-15	2.9e-11	43.1	0.0	3	47	13	57	11	57	0.95	Bacterial regulatory proteins, tetR family
CodY	PF06018.17	177	sp|P59388|CODY_STRMU	-	261	5.5e-73	244.3	0.3	1	1	3.8e-76	6.8e-73	244.0	0.3	1	177	3	182	3	182	0.99	CodY GAF-like domain
HTH_CodY	PF08222.14	61	sp|P59388|CODY_STRMU	-	261	1.5e-40	136.8	1.3	1	1	1.5e-43	2.7e-40	135.9	1.3	2	60	202	260	201	261	0.98	CodY helix-turn-helix domain
CoA_binding	PF02629.22	96	sp|Q5SHS3|REX_THET8	-	211	2.2e-21	76.5	0.0	1	1	3.9e-25	3.9e-21	75.7	0.0	2	96	79	174	78	174	0.95	CoA binding domain
Put_DNA-bind_N	PF06971.16	49	sp|Q5SHS3|REX_THET8	-	211	1.4e-19	70.0	0.1	1	1	2.3e-23	2.2e-19	69.4	0.1	1	49	2	50	2	50	0.99	Putative DNA-binding protein N-terminus
MarR	PF01047.25	59	sp|Q6GEG9|Y2349_STAAR	-	146	1.1e-09	38.1	0.2	1	1	3.7e-13	2.4e-09	37.0	0.2	3	58	32	87	30	88	0.96	MarR family
LysR_substrate	PF03466.23	209	sp|P20667|CATR_PSEPU	-	289	7.6e-38	130.1	2.4	1	1	9.8e-42	9.7e-38	129.8	2.4	2	207	85	287	84	289	0.96	LysR substrate binding domain
HTH_1	PF00126.30	60	sp|P20667|CATR_PSEPU	-	289	3.8e-21	74.9	0.9	1	1	8.9e-25	8.8e-21	73.8	0.9	1	60	3	61	3	61	0.98	Bacterial regulatory helix-turn-helix protein, lysR family
cNMP_binding	PF00027.32	89	sp|P9WMH5|CMR_MYCTU	-	244	1e-18	67.3	0.0	1	1	1.6e-22	1.6e-18	66.7	0.0	2	89	60	146	59	146	0.96	Cyclic nucleotide-binding domain
HTH_Crp_2	PF13545.9	68	sp|P9WMH5|CMR_MYCTU	-	244	1.5e-11	44.2	1.1	2	2	1.5e-15	1.5e-11	44.2	1.1	3	67	180	241	178	242	0.88	Crp-like helix-turn-helix domain
PAS_6	PF08348.14	115	sp|Q9HXE2|DAUR_PSEAE	-	210	4.1e-27	94.4	0.0	1	1	6.4e-31	6.3e-27	93.8	0.0	1	113	9	114	9	116	0.93	YheO-like PAS domain
HTH_22	PF13309.9	63	sp|Q9HXE2|DAUR_PSEAE	-	210	7.8e-17	61.2	0.0	1	1	1.5e-20	1.5e-16	60.3	0.0	2	63	142	203	141	203	0.97	HTH domain
Rrf2	PF02082.23	132	tr|A0A077VL70|A0A077VL70_9STAP	-	140	4.1e-34	117.7	0.0	1	1	2.6e-38	5.1e-34	117.4	0.0	1	131	3	125	3	126	0.97	Iron-dependent Transcriptional regulator
Peripla_BP_3	PF13377.9	166	tr|Q82ZT5|Q82ZT5_ENTFA	-	331	4.1e-28	98.8	0.0	1	1	2e-31	7.9e-28	97.9	0.0	2	166	175	327	174	327	0.87	Periplasmic binding protein-like domain
LacI	PF00356.24	46	tr|Q82ZT5|Q82ZT5_ENTFA	-	331	3.9e-15	55.5	0.0	1	1	2e-18	7.9e-15	54.5	0.0	1	46	7	53	7	53	0.98	Bacterial regulatory proteins, lacI family
cNMP_binding	PF00027.32	89	sp|Q8PQ45|CLP_XANAC	-	230	8e-20	70.9	0.0	1	1	2.3e-23	1.5e-19	70.0	0.0	1	88	36	124	36	125	0.97	Cyclic nucleotide-binding domain
Crp	PF00325.23	32	sp|Q8PQ45|CLP_XANAC	-	230	2.4e-14	52.8	1.6	2	2	5.8e-18	3.8e-14	52.2	0.7	1	32	186	217	186	217	0.98	Bacterial regulatory proteins, crp family
CodY	PF06018.17	177	tr|A0A2M9T7U6|A0A2M9T7U6_9BACI	-	259	6e-83	276.8	1.0	1	1	2.6e-86	7.4e-83	276.5	1.0	1	177	2	178	2	178	0.99	CodY GAF-like domain
HTH_CodY	PF08222.14	61	tr|A0A2M9T7U6|A0A2M9T7U6_9BACI	-	259	2.9e-33	113.4	1.2	1	1	1.9e-36	5.2e-33	112.6	1.2	2	59	198	255	197	257	0.97	CodY helix-turn-helix domain
MarR	PF01047.25	59	tr|Q05KM9|Q05KM9_COMTE	-	172	3e-12	46.4	0.0	1	1	1e-15	4.9e-12	45.7	0.0	2	58	54	110	53	110	0.98	MarR family
TrmB	PF01978.22	68	tr|Q05KM9|Q05KM9_COMTE	-	172	0.00012	22.0	0.0	2	2	0.66	3.2e+03	-1.8	0.0	6	19	141	154	141	160	0.85	Sugar-specific transcriptional regulator TrmB
TetR_C_1	PF02909.20	145	sp|P21337|TETR5_ECOLX	-	211	4.9e-30	104.4	0.1	1	1	8.4e-34	8.3e-30	103.6	0.1	2	144	69	197	68	198	0.90	Tetracyclin repressor-like, C-terminal domain
TetR_N	PF00440.26	47	sp|P21337|TETR5_ECOLX	-	211	6.8e-07	29.1	0.0	1	1	1.5e-10	1.4e-06	28.1	0.0	2	44	10	52	9	55	0.93	Bacterial regulatory proteins, tetR family
Trns_repr_metal	PF02583.20	77	tr|A0A0H3NLH8|A0A0H3NLH8_SALTS	-	91	3e-20	72.5	0.7	1	1	1.8e-24	3.5e-20	72.3	0.7	1	71	7	82	7	88	0.83	Metal-sensitive transcriptional repressor
Autoind_bind	PF03472.18	149	tr|Q7NQP7|Q7NQP7_CHRVO	-	265	9.2e-28	96.7	0.0	1	1	1.2e-31	1.2e-27	96.3	0.0	2	148	37	181	36	182	0.95	Autoinducer binding domain
GerE	PF00196.22	57	tr|Q7NQP7|Q7NQP7_CHRVO	-	265	2.8e-23	81.4	0.1	1	1	6.1e-27	6e-23	80.3	0.1	1	55	196	250	196	251	0.97	Bacterial regulatory proteins, luxR family
HTH_18	PF12833.10	81	tr|A8U054|A8U054_PSEFL	-	300	9.5e-21	74.0	1.0	2	2	6.4e-24	6.2e-20	71.4	0.7	1	79	224	300	224	300	0.96	Helix-turn-helix domain
PadR	PF03551.17	75	tr|E0TW95|E0TW95_BACSH	-	182	1.4e-17	63.5	0.3	1	1	2.6e-21	2.5e-17	62.7	0.3	1	74	8	81	8	82	0.98	Transcriptional regulator PadR-like family
Vir_act_alpha_C	PF10400.12	77	tr|E0TW95|E0TW95_BACSH	-	182	1.8e-17	63.9	0.0	1	1	3.3e-21	3.2e-17	63.1	0.0	1	76	94	179	94	180	0.97	Virulence activator alpha C-term
cNMP_binding	PF00027.32	89	sp|P22260|CLP_XANCP	-	230	8.3e-20	70.8	0.0	1	1	2.3e-23	1.5e-19	70.0	0.0	1	88	36	124	36	125	0.97	Cyclic nucleotide-binding domain
Crp	PF00325.23	32	sp|P22260|CLP_XANCP	-	230	2.2e-14	53.0	1.5	2	2	5.8e-18	3.8e-14	52.2	0.7	1	32	186	217	186	217	0.98	Bacterial regulatory proteins, crp family
LacI	PF00356.24	46	sp|O34829|MELR_BACSU	-	344	2.6e-15	56.1	0.4	1	1	9.6e-19	4.7e-15	55.2	0.4	2	44	4	48	3	49	0.96	Bacterial regulatory proteins, lacI family
Peripla_BP_3	PF13377.9	166	sp|O34829|MELR_BACSU	-	344	1.5e-33	116.5	0.0	3	3	1.1e-36	5.4e-33	114.7	0.0	1	166	170	336	170	336	0.75	Periplasmic binding protein-like domain
BolA	PF01722.21	78	tr|F7X816|F7X816_SINMM	-	77	5.9e-15	55.5	0.0	1	1	3.2e-19	6.3e-15	55.4	0.0	27	77	27	77	11	77	0.92	BolA-like protein
TetR_N	PF00440.26	47	tr|I6X658|I6X658_MYCTU	-	202	8.8e-08	31.9	0.1	1	1	3.2e-11	2.1e-07	30.7	0.1	1	47	19	65	19	65	0.96	Bacterial regulatory proteins, tetR family
TetR_C_31	PF17940.4	107	tr|I6X658|I6X658_MYCTU	-	202	3.1e-09	37.1	10.8	2	2	4.7e-13	3.1e-09	37.1	10.8	4	106	88	183	85	184	0.90	Tetracyclin repressor-like, C-terminal domain
Aminotran_1_2	PF00155.24	363	tr|Q8Y5G3|Q8Y5G3_LISMO	-	481	6.8e-34	117.7	0.0	1	1	2.2e-37	8.5e-34	117.4	0.0	44	363	156	469	120	469	0.92	Aminotransferase class I and II
GntR	PF00392.24	64	tr|Q8Y5G3|Q8Y5G3_LISMO	-	481	4.2e-21	74.5	1.6	1	2	3.2e-24	1.2e-20	73.0	0.2	2	64	13	75	12	75	0.98	Bacterial regulatory proteins, gntR family
TetR_C_28	PF17937.4	96	tr|Q8NMG3|Q8NMG3_CORGL	-	177	2.3e-13	50.5	1.9	1	2	0.13	1.3e+03	-0.0	0.2	43	54	62	73	38	89	0.51	Tetracyclin repressor-like, C-terminal domain
TetR_C_28	PF17937.4	96	tr|Q8NMG3|Q8NMG3_CORGL	-	177	2.3e-13	50.5	1.9	2	2	2.5e-17	2.5e-13	50.4	0.5	3	95	80	173	78	174	0.87	Tetracyclin repressor-like, C-terminal domain
TetR_N	PF00440.26	47	tr|Q8NMG3|Q8NMG3_CORGL	-	177	4.1e-06	26.6	0.1	1	1	6.8e-10	6.7e-06	25.9	0.1	1	45	9	53	9	55	0.96	Bacterial regulatory proteins, tetR family
HTH_5	PF01022.23	47	tr|Q76L30|Q76L30_9CYAN	-	136	3.8e-17	62.0	0.4	1	1	9.6e-21	6.3e-17	61.3	0.4	2	47	60	105	59	105	0.96	Bacterial regulatory protein, arsR family
TOBE	PF03459.20	64	tr|D5ANH2|D5ANH2_RHOCB	-	265	6.9e-38	128.8	1.6	1	2	2.6e-25	2.5e-21	75.8	0.3	1	64	127	190	127	190	0.98	TOBE domain
TOBE	PF03459.20	64	tr|D5ANH2|D5ANH2_RHOCB	-	265	6.9e-38	128.8	1.6	2	2	6.7e-18	6.5e-14	52.0	0.0	2	64	200	262	199	262	0.97	TOBE domain
HTH_1	PF00126.30	60	tr|D5ANH2|D5ANH2_RHOCB	-	265	1.8e-18	66.4	0.2	1	1	4.6e-22	4.5e-18	65.1	0.2	3	60	24	86	23	86	0.96	Bacterial regulatory helix-turn-helix protein, lysR family
Arg_repressor	PF01316.24	70	sp|P9WPY9|ARGR_MYCTU	-	170	1.9e-26	91.7	0.0	1	1	2.7e-30	2.6e-26	91.3	0.0	1	69	16	85	16	86	0.97	Arginine repressor, DNA binding domain
Arg_repressor_C	PF02863.21	68	sp|P9WPY9|ARGR_MYCTU	-	170	2.4e-24	85.1	0.0	1	1	3.9e-28	3.8e-24	84.5	0.0	2	67	102	167	101	168	0.95	Arginine repressor, C-terminal domain
MarR_2	PF12802.10	61	tr|A0A1S7SLQ0|A0A1S7SLQ0_AGRFH	-	166	2.5e-15	56.4	0.9	1	2	1.1e-18	5.6e-15	55.3	0.1	1	61	52	114	52	114	0.98	MarR family
HxlR	PF01638.20	91	tr|A0A1S7SLQ0|A0A1S7SLQ0_AGRFH	-	166	0.00057	19.8	0.1	1	2	0.41	2e+03	-1.2	0.0	65	77	38	50	32	53	0.79	HxlR-like helix-turn-helix
AraR_C	PF19368.2	82	tr|Q8AAV8|Q8AAV8_BACTN	-	225	1.4e-13	51.0	0.0	1	1	2.6e-17	2.6e-13	50.2	0.0	3	72	150	218	148	223	0.95	AraR C-terminal winged HTH domain
NUDIX	PF00293.31	131	tr|Q8AAV8|Q8AAV8_BACTN	-	225	3.2e-09	37.0	0.0	1	1	4.6e-13	4.5e-09	36.6	0.0	7	116	16	130	11	144	0.63	NUDIX domain
UTRA	PF07702.16	141	tr|Q2YIL3|Q2YIL3_BRUA2	-	247	1e-31	109.8	0.0	1	1	3.2e-35	1.6e-31	109.2	0.0	3	140	102	236	100	237	0.97	UTRA domain
GntR	PF00392.24	64	tr|Q2YIL3|Q2YIL3_BRUA2	-	247	7.5e-18	64.1	0.0	1	1	2.8e-21	1.4e-17	63.2	0.0	2	64	17	79	16	79	0.97	Bacterial regulatory proteins, gntR family
MerR_1	PF13411.9	69	sp|P39075|BMRR_BACSU	-	278	5e-14	52.3	0.1	1	1	1.8e-17	1.2e-13	51.1	0.1	1	65	6	72	6	75	0.97	MerR HTH family regulatory protein
GyrI-like	PF06445.18	155	sp|P39075|BMRR_BACSU	-	278	5.6e-11	43.1	0.9	1	1	1.3e-14	8.8e-11	42.5	0.9	2	154	123	276	122	277	0.95	GyrI-like small molecule binding domain
Penicillinase_R	PF03965.19	115	tr|A0A0D6J8P4|A0A0D6J8P4_STREE	-	131	5.4e-33	113.9	0.9	1	1	9.5e-37	6.2e-33	113.7	0.9	1	114	3	116	3	117	0.99	Penicillinase repressor
MarR_2	PF12802.10	61	tr|Q9L2B5|Q9L2B5_STRCO	-	158	1.5e-11	44.3	0.0	1	1	4.9e-15	2.4e-11	43.6	0.0	2	60	40	99	39	100	0.97	MarR family
Cupin_2	PF07883.14	71	sp|P0A9U6|PUUR_ECOLI	-	185	1.3e-17	63.4	0.1	1	1	7.3e-21	2e-17	62.8	0.1	2	69	111	178	110	180	0.94	Cupin domain
HTH_3	PF01381.25	55	sp|P0A9U6|PUUR_ECOLI	-	185	1.5e-14	53.9	0.4	1	1	8.3e-18	2.3e-14	53.3	0.4	2	55	13	66	12	66	0.97	Helix-turn-helix
cNMP_binding	PF00027.32	89	tr|Q7WZ07|Q7WZ07_LYSEN	-	229	7.9e-20	70.9	0.0	1	1	2e-23	1.3e-19	70.2	0.0	1	87	35	122	35	124	0.96	Cyclic nucleotide-binding domain
Crp	PF00325.23	32	tr|Q7WZ07|Q7WZ07_LYSEN	-	229	3.5e-12	45.9	0.5	1	1	1.5e-15	9.8e-12	44.5	0.5	1	30	185	214	185	216	0.97	Bacterial regulatory proteins, crp family
HTH_20	PF12840.10	61	tr|D6CMG4|D6CMG4_THIA3	-	123	1.3e-12	47.6	0.0	1	1	2.4e-16	2.4e-12	46.8	0.0	3	61	9	69	8	69	0.98	Helix-turn-helix domain
MarR	PF01047.25	59	tr|Q8NLF4|Q8NLF4_CORGL	-	157	3.6e-13	49.3	0.2	2	2	3.2e-16	1e-12	47.8	0.2	1	59	37	95	37	95	0.97	MarR family
Pro_dh	PF01619.21	282	sp|P10503|PUTA_SALTY	-	1320	2.3e-93	312.9	0.1	1	1	7.9e-97	3.9e-93	312.2	0.1	2	282	269	569	268	569	0.95	Proline dehydrogenase
Aldedh	PF00171.25	462	sp|P10503|PUTA_SALTY	-	1320	1.7e-109	366.6	0.7	2	2	8.5e-113	4.2e-109	365.3	0.8	7	450	659	1103	654	1112	0.94	Aldehyde dehydrogenase family
Pro_dh-DNA_bdg	PF14850.9	112	sp|P10503|PUTA_SALTY	-	1320	2.9e-46	156.7	0.0	1	1	1.9e-49	9.2e-46	155.1	0.0	2	112	148	259	147	259	0.98	DNA-binding domain of Proline dehydrogenase
PRODH	PF18327.4	48	sp|P10503|PUTA_SALTY	-	1320	4.4e-18	65.4	3.6	2	5	9e-22	4.4e-18	65.4	3.6	1	48	89	136	89	136	0.99	Proline utilization A proline dehydrogenase N-terminal domain
PRODH	PF18327.4	48	sp|P10503|PUTA_SALTY	-	1320	4.4e-18	65.4	3.6	5	5	1.6	8e+03	-2.7	0.3	31	41	1199	1209	1196	1213	0.55	Proline utilization A proline dehydrogenase N-terminal domain
Autoind_bind	PF03472.18	149	tr|B9VV91|B9VV91_PECCC	-	242	2.9e-27	95.1	0.0	1	1	3.9e-31	3.8e-27	94.7	0.0	8	148	18	157	13	158	0.89	Autoinducer binding domain
GerE	PF00196.22	57	tr|B9VV91|B9VV91_PECCC	-	242	5.8e-14	51.6	0.1	1	1	1.2e-17	1.1e-13	50.6	0.1	2	56	177	231	176	231	0.96	Bacterial regulatory proteins, luxR family
TetR_N	PF00440.26	47	sp|O53165|ACNR_MYCTU	-	187	1.9e-17	62.9	0.2	1	1	1.9e-21	3.7e-17	62.0	0.2	1	47	16	62	16	62	0.98	Bacterial regulatory proteins, tetR family
Sugar-bind	PF04198.16	257	sp|P39140|DEOR_BACSU	-	313	3.9e-85	285.2	0.0	1	1	4e-88	4.9e-85	284.9	0.0	2	257	57	311	56	311	0.98	Putative sugar-binding domain
HTH_23	PF13384.9	50	sp|P39140|DEOR_BACSU	-	313	2e-07	30.8	0.1	1	1	4.1e-10	5.1e-07	29.5	0.1	9	45	11	48	2	52	0.88	Homeodomain-like domain
IclR	PF01614.21	128	sp|Q9R9U0|SRPS_PSEPU	-	259	3.9e-17	62.4	0.0	1	1	2.2e-20	7.2e-17	61.6	0.0	2	110	129	233	128	250	0.85	Bacterial transcriptional regulator
HTH_IclR	PF09339.13	52	sp|Q9R9U0|SRPS_PSEPU	-	259	4.4e-13	48.9	0.5	1	1	2.9e-16	9.6e-13	47.9	0.5	2	49	17	64	16	67	0.95	IclR helix-turn-helix domain
MarR_2	PF12802.10	61	sp|Q9R9U0|SRPS_PSEPU	-	259	1.2e-06	28.6	2.0	2	2	0.05	1.6e+02	2.5	0.1	26	46	236	256	220	258	0.80	MarR family
Rrf2	PF02082.23	132	sp|Q9R9U0|SRPS_PSEPU	-	259	0.00021	21.6	0.1	2	2	1.8	5.9e+03	-2.5	0.0	37	58	94	115	87	119	0.78	Iron-dependent Transcriptional regulator
Trns_repr_metal	PF02583.20	77	sp|Q8X5J3|FRMR_ECO57	-	91	7.6e-22	77.6	1.6	1	1	4.5e-26	8.7e-22	77.4	1.6	1	76	7	87	7	88	0.89	Metal-sensitive transcriptional repressor
Peripla_BP_3	PF13377.9	166	tr|A0A2I5T2K0|A0A2I5T2K0_SERS3	-	330	2.7e-41	141.7	0.0	2	2	1.4e-44	7.1e-41	140.4	0.0	2	166	167	327	166	327	0.93	Periplasmic binding protein-like domain
LacI	PF00356.24	46	tr|A0A2I5T2K0|A0A2I5T2K0_SERS3	-	330	1.4e-20	72.9	1.0	1	1	5.2e-24	2.6e-20	72.1	1.0	2	46	1	45	1	45	0.99	Bacterial regulatory proteins, lacI family
FGE-sulfatase	PF03781.19	260	tr|O31397|O31397_GEOSE	-	283	1.5e-60	205.1	8.6	1	1	2.7e-64	5.4e-60	203.3	8.6	2	260	28	281	27	281	0.95	Sulfatase-modifying factor enzyme 1
GntR	PF00392.24	64	tr|C0ZDG2|C0ZDG2_BREBN	-	496	2.5e-11	43.2	0.0	1	1	7.3e-15	4.8e-11	42.3	0.0	4	64	16	76	14	76	0.98	Bacterial regulatory proteins, gntR family
Aminotran_1_2	PF00155.24	363	tr|C0ZDG2|C0ZDG2_BREBN	-	496	1.8e-28	99.9	0.0	2	2	4.9e-32	3.2e-28	99.1	0.0	21	361	143	484	134	486	0.90	Aminotransferase class I and II
MarR	PF01047.25	59	sp|P62574|HPCR_SHIFL	-	148	7.5e-14	51.5	0.1	1	1	1.2e-17	1.1e-13	50.9	0.1	1	58	29	86	29	87	0.98	MarR family
PfkB	PF00294.27	302	tr|Q8NP84|Q8NP84_CORGL	-	320	8.2e-07	28.8	0.0	1	2	4.8e-08	0.00094	18.7	0.0	14	240	17	248	11	261	0.88	pfkB family carbohydrate kinase
PfkB	PF00294.27	302	tr|Q8NP84|Q8NP84_CORGL	-	320	8.2e-07	28.8	0.0	2	2	0.0001	2	7.8	0.2	260	287	267	294	266	299	0.94	pfkB family carbohydrate kinase
MarR	PF01047.25	59	tr|A0A0F6B5M2|A0A0F6B5M2_SALT1	-	176	3e-17	62.4	4.9	1	2	3.2e-20	1.2e-16	60.4	0.2	1	58	53	112	53	113	0.98	MarR family
MarR	PF01047.25	59	tr|A0A0F6B5M2|A0A0F6B5M2_SALT1	-	176	3e-17	62.4	4.9	2	2	0.036	1.4e+02	2.6	0.8	4	18	131	145	129	172	0.60	MarR family
TetR_N	PF00440.26	47	tr|W8ZSQ8|W8ZSQ8_ECOLX	-	194	8.1e-06	25.7	0.0	1	1	7.5e-10	1.5e-05	24.8	0.0	2	46	13	57	12	58	0.95	Bacterial regulatory proteins, tetR family
Sigma54_activat	PF00158.29	168	tr|O84957|O84957_9RALS	-	568	6.4e-69	231.1	0.0	1	1	5.2e-72	1.3e-68	230.1	0.0	2	167	238	403	237	404	0.98	Sigma-54 interaction domain
XylR_N	PF06505.14	101	tr|O84957|O84957_9RALS	-	568	1.3e-37	127.7	5.0	1	3	6.6e-40	1.6e-36	124.2	0.9	1	100	18	117	18	118	0.98	Activator of aromatic catabolism
HTH_8	PF02954.22	42	tr|O84957|O84957_9RALS	-	568	3.4e-13	49.2	0.3	2	2	1.4e-16	3.4e-13	49.2	0.3	2	40	524	562	523	563	0.96	Bacterial regulatory protein, Fis family
CodY	PF06018.17	177	sp|Q2FZ27|CODY_STAA8	-	257	2.7e-69	232.3	1.3	1	1	7.1e-73	3.5e-69	232.0	1.3	1	177	2	178	2	178	0.99	CodY GAF-like domain
HTH_CodY	PF08222.14	61	sp|Q2FZ27|CODY_STAA8	-	257	1.6e-30	104.6	1.1	1	1	6.3e-34	3.1e-30	103.7	1.1	2	59	198	255	197	257	0.97	CodY helix-turn-helix domain
PadR	PF03551.17	75	tr|Q8Y923|Q8Y923_LISMO	-	108	4.8e-22	77.8	0.4	1	1	6.5e-26	6.4e-22	77.4	0.4	1	74	16	87	16	88	0.98	Transcriptional regulator PadR-like family
IclR	PF01614.21	128	sp|P16528|ICLR_ECOLI	-	274	1.5e-42	144.6	0.0	1	1	4e-46	2.6e-42	143.8	0.0	4	126	145	267	143	269	0.96	Bacterial transcriptional regulator
HTH_IclR	PF09339.13	52	sp|P16528|ICLR_ECOLI	-	274	4.5e-19	68.1	0.5	1	2	1.9e-22	1.2e-18	66.7	0.4	1	51	26	76	26	77	0.98	IclR helix-turn-helix domain
Fe_dep_repress	PF01325.22	60	sp|P0DJL7|DTXR_CORDI	-	226	3.6e-20	72.0	0.5	1	2	2.1e-23	7e-20	71.1	0.1	1	59	3	61	3	62	0.96	Iron dependent repressor, N-terminal DNA binding domain
DtxR	PF18357.4	79	sp|P0DJL7|DTXR_CORDI	-	226	1.1e-34	118.6	3.6	2	2	9.5e-38	3.1e-34	117.2	2.7	2	79	148	225	147	225	0.99	Diphteria toxin repressor SH3 domain
Fe_dep_repr_C	PF02742.18	70	sp|P0DJL7|DTXR_CORDI	-	226	4.8e-26	90.8	0.0	1	1	3.5e-29	1.2e-25	89.6	0.0	1	69	65	133	65	134	0.99	Iron dependent repressor, metal binding and dimerisation domain
ROK	PF00480.23	294	tr|Q9X0V1|Q9X0V1_THEMA	-	368	1.1e-34	120.4	0.0	1	1	1e-37	1e-33	117.2	0.0	2	270	78	339	77	359	0.84	ROK family
MarR_2	PF12802.10	61	tr|Q9X0V1|Q9X0V1_THEMA	-	368	0.0006	19.9	0.0	1	1	1.3e-07	0.0013	18.8	0.0	8	56	11	57	8	60	0.90	MarR family
AsnC_trans_reg	PF01037.24	75	sp|O59188|REG6_PYRHO	-	151	1.5e-22	79.5	0.0	1	1	1.1e-25	2.6e-22	78.7	0.0	1	75	71	141	71	141	0.97	Lrp/AsnC ligand binding domain
HTH_AsnC-type	PF13404.9	42	sp|O59188|REG6_PYRHO	-	151	6.6e-16	58.0	0.3	1	1	4e-19	9.7e-16	57.5	0.3	1	42	5	46	5	46	0.99	AsnC-type helix-turn-helix domain
FUR	PF01475.22	121	tr|Q8L3M2|Q8L3M2_AGGAC	-	146	2.6e-47	160.0	1.5	1	1	1.6e-51	3.1e-47	159.8	1.5	1	121	11	131	11	131	0.99	Ferric uptake regulator family
HTH_6	PF01418.20	77	tr|C3K4F9|C3K4F9_PSEFS	-	288	1.5e-23	82.7	0.0	1	1	3e-27	2.9e-23	81.7	0.0	1	76	1	76	1	77	0.98	Helix-turn-helix domain, rpiR family
SIS	PF01380.25	131	tr|C3K4F9|C3K4F9_PSEFS	-	288	3.4e-16	59.4	0.4	1	1	5.5e-20	5.4e-16	58.7	0.4	2	130	125	252	124	253	0.94	SIS domain
ROK	PF00480.23	294	tr|Q9WXW5|Q9WXW5_THEMA	-	378	3.6e-44	151.5	0.0	1	1	1.7e-47	4.6e-44	151.2	0.0	5	292	86	370	83	372	0.87	ROK family
